2025-06-27 11:02:52,416 - WARNING - Some parameters are on the meta device because they were offloaded to the cpu and disk.
2025-06-27 11:06:41,239 - INFO - Param: model.layers.7.self_attn.q_proj.weight, Stats: {'mean': 1.4182116501615383e-05, 'std': 0.025554392486810684, 'min': -0.50390625, 'max': 0.458984375}
2025-06-27 11:06:41,250 - INFO - Param: model.layers.7.self_attn.k_proj.weight, Stats: {'mean': -4.333569449954666e-07, 'std': 0.026393499225378036, 'min': -0.6015625, 'max': 0.59765625}
2025-06-27 11:06:41,261 - INFO - Param: model.layers.7.self_attn.v_proj.weight, Stats: {'mean': 1.2944676200277172e-05, 'std': 0.03015989251434803, 'min': -0.177734375, 'max': 0.27734375}
2025-06-27 11:06:41,306 - INFO - Param: model.layers.7.self_attn.o_proj.weight, Stats: {'mean': -5.550662535824813e-06, 'std': 0.026394672691822052, 'min': -0.8203125, 'max': 0.466796875}
2025-06-27 11:06:41,306 - INFO - Param: model.layers.7.self_attn.q_norm.weight, Stats: {'mean': 1.7456741333007812, 'std': 0.4297967553138733, 'min': 0.1962890625, 'max': 3.171875}
2025-06-27 11:06:41,307 - INFO - Param: model.layers.7.self_attn.k_norm.weight, Stats: {'mean': 1.769911766052246, 'std': 0.5020303726196289, 'min': 0.0213623046875, 'max': 3.34375}
2025-06-27 11:06:41,456 - INFO - Param: model.layers.7.mlp.gate_proj.weight, Stats: {'mean': -6.012861194903962e-05, 'std': 0.031199973076581955, 'min': -0.55078125, 'max': 0.515625}
2025-06-27 11:06:41,588 - INFO - Param: model.layers.7.mlp.up_proj.weight, Stats: {'mean': -4.7770649871381465e-06, 'std': 0.025555284693837166, 'min': -0.57421875, 'max': 0.80078125}
2025-06-27 11:06:41,736 - INFO - Param: model.layers.7.mlp.down_proj.weight, Stats: {'mean': 3.6624740573643066e-07, 'std': 0.02556026354432106, 'min': -0.9609375, 'max': 1.4453125}
2025-06-27 11:06:41,736 - INFO - Param: model.layers.7.input_layernorm.weight, Stats: {'mean': 0.1292710304260254, 'std': 0.04538920521736145, 'min': -0.00030517578125, 'max': 0.70703125}
2025-06-27 11:06:41,737 - INFO - Param: model.layers.7.post_attention_layernorm.weight, Stats: {'mean': 0.359723836183548, 'std': 0.07648873329162598, 'min': -0.111328125, 'max': 3.109375}
2025-06-27 11:06:41,780 - INFO - Param: model.layers.8.self_attn.q_proj.weight, Stats: {'mean': 1.446977421437623e-06, 'std': 0.025985702872276306, 'min': -0.453125, 'max': 0.490234375}
2025-06-27 11:06:41,792 - INFO - Param: model.layers.8.self_attn.k_proj.weight, Stats: {'mean': -4.776899004355073e-06, 'std': 0.02701568603515625, 'min': -0.4765625, 'max': 0.298828125}
2025-06-27 11:06:41,802 - INFO - Param: model.layers.8.self_attn.v_proj.weight, Stats: {'mean': 6.226014193089213e-06, 'std': 0.029956534504890442, 'min': -0.16796875, 'max': 0.1669921875}
2025-06-27 11:06:41,844 - INFO - Param: model.layers.8.self_attn.o_proj.weight, Stats: {'mean': 4.5021242840448394e-06, 'std': 0.02704492397606373, 'min': -0.73046875, 'max': 0.83984375}
2025-06-27 11:06:41,845 - INFO - Param: model.layers.8.self_attn.q_norm.weight, Stats: {'mean': 1.568307876586914, 'std': 0.44475221633911133, 'min': 0.061767578125, 'max': 3.9375}
2025-06-27 11:06:41,845 - INFO - Param: model.layers.8.self_attn.k_norm.weight, Stats: {'mean': 1.5912913084030151, 'std': 0.7918557524681091, 'min': -0.0042724609375, 'max': 7.75}
2025-06-27 11:06:41,993 - INFO - Param: model.layers.8.mlp.gate_proj.weight, Stats: {'mean': 8.523847100150306e-06, 'std': 0.028526008129119873, 'min': -0.455078125, 'max': 0.65234375}
2025-06-27 11:06:42,127 - INFO - Param: model.layers.8.mlp.up_proj.weight, Stats: {'mean': 1.542432073620148e-06, 'std': 0.02652336098253727, 'min': -0.7265625, 'max': 0.6171875}
2025-06-27 11:06:42,276 - INFO - Param: model.layers.8.mlp.down_proj.weight, Stats: {'mean': 2.783320951493806e-06, 'std': 0.026645921170711517, 'min': -1.2109375, 'max': 1.4375}
2025-06-27 11:06:42,277 - INFO - Param: model.layers.8.input_layernorm.weight, Stats: {'mean': 0.17080876231193542, 'std': 0.042266152799129486, 'min': -0.00177764892578125, 'max': 0.7265625}
2025-06-27 11:06:42,278 - INFO - Param: model.layers.8.post_attention_layernorm.weight, Stats: {'mean': 0.33928781747817993, 'std': 0.06152097135782242, 'min': -0.000263214111328125, 'max': 0.55859375}
2025-06-27 11:06:42,323 - INFO - Param: model.layers.9.self_attn.q_proj.weight, Stats: {'mean': -4.713678208645433e-06, 'std': 0.025408169254660606, 'min': -0.380859375, 'max': 0.43359375}
2025-06-27 11:06:42,334 - INFO - Param: model.layers.9.self_attn.k_proj.weight, Stats: {'mean': 6.737048352079e-06, 'std': 0.026113463565707207, 'min': -0.69921875, 'max': 0.875}
2025-06-27 11:06:42,342 - INFO - Param: model.layers.9.self_attn.v_proj.weight, Stats: {'mean': -1.6403679182985798e-05, 'std': 0.030370764434337616, 'min': -0.1904296875, 'max': 0.1884765625}
2025-06-27 11:06:42,387 - INFO - Param: model.layers.9.self_attn.o_proj.weight, Stats: {'mean': 4.8240954129141755e-06, 'std': 0.026670070365071297, 'min': -0.73828125, 'max': 1.765625}
2025-06-27 11:06:42,387 - INFO - Param: model.layers.9.self_attn.q_norm.weight, Stats: {'mean': 1.5889830589294434, 'std': 0.46653857827186584, 'min': -0.0201416015625, 'max': 3.0}
2025-06-27 11:06:42,387 - INFO - Param: model.layers.9.self_attn.k_norm.weight, Stats: {'mean': 1.5414133071899414, 'std': 0.593044638633728, 'min': -0.00469970703125, 'max': 2.90625}
2025-06-27 11:06:42,520 - INFO - Param: model.layers.9.mlp.gate_proj.weight, Stats: {'mean': 1.5512219761149026e-05, 'std': 0.030258357524871826, 'min': -0.5546875, 'max': 0.4375}
2025-06-27 11:06:42,666 - INFO - Param: model.layers.9.mlp.up_proj.weight, Stats: {'mean': -2.433482677588472e-06, 'std': 0.025742925703525543, 'min': -0.53125, 'max': 0.5546875}
2025-06-27 11:06:42,822 - INFO - Param: model.layers.9.mlp.down_proj.weight, Stats: {'mean': -1.6456054936497821e-06, 'std': 0.02570449560880661, 'min': -0.79296875, 'max': 0.80859375}
2025-06-27 11:06:42,823 - INFO - Param: model.layers.9.input_layernorm.weight, Stats: {'mean': 0.16935694217681885, 'std': 0.0431392528116703, 'min': -0.000156402587890625, 'max': 0.8046875}
2025-06-27 11:06:42,823 - INFO - Param: model.layers.9.post_attention_layernorm.weight, Stats: {'mean': 0.3704027831554413, 'std': 0.07953699678182602, 'min': -5.459785461425781e-05, 'max': 0.6796875}
2025-06-27 11:06:42,867 - INFO - Param: model.layers.10.self_attn.q_proj.weight, Stats: {'mean': -8.084902219707146e-06, 'std': 0.026076221838593483, 'min': -0.375, 'max': 0.400390625}
2025-06-27 11:06:42,878 - INFO - Param: model.layers.10.self_attn.k_proj.weight, Stats: {'mean': 2.8681722596957115e-06, 'std': 0.026796620339155197, 'min': -0.341796875, 'max': 0.578125}
2025-06-27 11:06:42,888 - INFO - Param: model.layers.10.self_attn.v_proj.weight, Stats: {'mean': 1.522932325315196e-05, 'std': 0.030011342838406563, 'min': -0.189453125, 'max': 0.2080078125}
2025-06-27 11:06:42,932 - INFO - Param: model.layers.10.self_attn.o_proj.weight, Stats: {'mean': -6.363538886944298e-06, 'std': 0.027139442041516304, 'min': -0.70703125, 'max': 0.90234375}
2025-06-27 11:06:42,932 - INFO - Param: model.layers.10.self_attn.q_norm.weight, Stats: {'mean': 1.4675812721252441, 'std': 0.519719123840332, 'min': 0.00787353515625, 'max': 3.515625}
2025-06-27 11:06:42,933 - INFO - Param: model.layers.10.self_attn.k_norm.weight, Stats: {'mean': 1.5563924312591553, 'std': 0.9496167898178101, 'min': 0.000324249267578125, 'max': 9.6875}
2025-06-27 11:06:43,064 - INFO - Param: model.layers.10.mlp.gate_proj.weight, Stats: {'mean': 9.188315743813291e-06, 'std': 0.029870517551898956, 'min': -0.9375, 'max': 0.77734375}
2025-06-27 11:06:43,211 - INFO - Param: model.layers.10.mlp.up_proj.weight, Stats: {'mean': -2.4617768303869525e-06, 'std': 0.02616213634610176, 'min': -0.7109375, 'max': 1.0078125}
2025-06-27 11:06:43,343 - INFO - Param: model.layers.10.mlp.down_proj.weight, Stats: {'mean': 2.2325050395011203e-06, 'std': 0.02616288885474205, 'min': -1.6953125, 'max': 0.87890625}
2025-06-27 11:06:43,343 - INFO - Param: model.layers.10.input_layernorm.weight, Stats: {'mean': 0.2530266046524048, 'std': 0.06383834034204483, 'min': -0.017333984375, 'max': 1.28125}
2025-06-27 11:06:43,345 - INFO - Param: model.layers.10.post_attention_layernorm.weight, Stats: {'mean': 0.36963537335395813, 'std': 0.0885387510061264, 'min': 1.1324882507324219e-06, 'max': 0.67578125}
2025-06-27 11:06:43,390 - INFO - Param: model.layers.11.self_attn.q_proj.weight, Stats: {'mean': 4.3882646423298866e-06, 'std': 0.026148907840251923, 'min': -0.478515625, 'max': 0.39453125}
2025-06-27 11:06:43,401 - INFO - Param: model.layers.11.self_attn.k_proj.weight, Stats: {'mean': 4.041625288664363e-06, 'std': 0.02707168273627758, 'min': -0.4296875, 'max': 0.4296875}
2025-06-27 11:06:43,411 - INFO - Param: model.layers.11.self_attn.v_proj.weight, Stats: {'mean': 1.4620015463151503e-05, 'std': 0.03033960610628128, 'min': -0.193359375, 'max': 0.1806640625}
2025-06-27 11:06:43,456 - INFO - Param: model.layers.11.self_attn.o_proj.weight, Stats: {'mean': 6.80028460919857e-06, 'std': 0.026983896270394325, 'min': -0.87109375, 'max': 1.296875}
2025-06-27 11:06:43,456 - INFO - Param: model.layers.11.self_attn.q_norm.weight, Stats: {'mean': 1.6792562007904053, 'std': 0.5344972610473633, 'min': -2.5987625122070312e-05, 'max': 4.59375}
2025-06-27 11:06:43,456 - INFO - Param: model.layers.11.self_attn.k_norm.weight, Stats: {'mean': 1.7212828397750854, 'std': 0.8469702005386353, 'min': -0.002685546875, 'max': 6.34375}
2025-06-27 11:06:43,610 - INFO - Param: model.layers.11.mlp.gate_proj.weight, Stats: {'mean': 3.2908956200117245e-05, 'std': 0.029124584048986435, 'min': -0.6953125, 'max': 0.73046875}
2025-06-27 11:06:43,746 - INFO - Param: model.layers.11.mlp.up_proj.weight, Stats: {'mean': -2.5986103082686896e-06, 'std': 0.0266944020986557, 'min': -0.55078125, 'max': 0.62109375}
2025-06-27 11:06:43,900 - INFO - Param: model.layers.11.mlp.down_proj.weight, Stats: {'mean': -3.922372798115248e-06, 'std': 0.026576291769742966, 'min': -1.40625, 'max': 0.82421875}
2025-06-27 11:06:43,901 - INFO - Param: model.layers.11.input_layernorm.weight, Stats: {'mean': 0.18036231398582458, 'std': 0.041969262063503265, 'min': -0.009521484375, 'max': 0.765625}
2025-06-27 11:06:43,902 - INFO - Param: model.layers.11.post_attention_layernorm.weight, Stats: {'mean': 0.37570589780807495, 'std': 0.09608615934848785, 'min': 2.7060508728027344e-05, 'max': 0.6640625}
2025-06-27 11:06:43,947 - INFO - Param: model.layers.12.self_attn.q_proj.weight, Stats: {'mean': 2.1411199213616783e-06, 'std': 0.026106471195816994, 'min': -0.369140625, 'max': 0.357421875}
2025-06-27 11:06:43,957 - INFO - Param: model.layers.12.self_attn.k_proj.weight, Stats: {'mean': 1.7917116565513425e-05, 'std': 0.026612119749188423, 'min': -0.55859375, 'max': 0.5625}
2025-06-27 11:06:43,968 - INFO - Param: model.layers.12.self_attn.v_proj.weight, Stats: {'mean': -5.1472607083269395e-06, 'std': 0.0302668996155262, 'min': -0.259765625, 'max': 0.2138671875}
2025-06-27 11:06:44,011 - INFO - Param: model.layers.12.self_attn.o_proj.weight, Stats: {'mean': -4.072936008014949e-06, 'std': 0.026898659765720367, 'min': -0.84765625, 'max': 0.859375}
2025-06-27 11:06:44,011 - INFO - Param: model.layers.12.self_attn.q_norm.weight, Stats: {'mean': 1.6114667654037476, 'std': 0.5015603303909302, 'min': -0.0034942626953125, 'max': 4.25}
2025-06-27 11:06:44,012 - INFO - Param: model.layers.12.self_attn.k_norm.weight, Stats: {'mean': 1.6671394109725952, 'std': 0.6997923851013184, 'min': -0.0028839111328125, 'max': 5.34375}
2025-06-27 11:06:44,167 - INFO - Param: model.layers.12.mlp.gate_proj.weight, Stats: {'mean': 1.2218505617056508e-05, 'std': 0.02852638252079487, 'min': -0.875, 'max': 0.87890625}
2025-06-27 11:06:44,303 - INFO - Param: model.layers.12.mlp.up_proj.weight, Stats: {'mean': 1.9697945390362293e-06, 'std': 0.02709357626736164, 'min': -0.9375, 'max': 0.6796875}
2025-06-27 11:06:44,453 - INFO - Param: model.layers.12.mlp.down_proj.weight, Stats: {'mean': 4.064598044806189e-07, 'std': 0.02676433138549328, 'min': -1.1953125, 'max': 1.3828125}
2025-06-27 11:06:44,454 - INFO - Param: model.layers.12.input_layernorm.weight, Stats: {'mean': 0.1924954652786255, 'std': 0.05499963462352753, 'min': 0.037353515625, 'max': 0.84765625}
2025-06-27 11:06:44,454 - INFO - Param: model.layers.12.post_attention_layernorm.weight, Stats: {'mean': 0.37977927923202515, 'std': 0.10015568882226944, 'min': -0.201171875, 'max': 0.7265625}
2025-06-27 11:06:44,498 - INFO - Param: model.layers.13.self_attn.q_proj.weight, Stats: {'mean': -8.270091711892746e-06, 'std': 0.026161950081586838, 'min': -0.38671875, 'max': 0.419921875}
2025-06-27 11:06:44,509 - INFO - Param: model.layers.13.self_attn.k_proj.weight, Stats: {'mean': -2.7514377507031895e-05, 'std': 0.026481403037905693, 'min': -0.68359375, 'max': 0.9453125}
2025-06-27 11:06:44,519 - INFO - Param: model.layers.13.self_attn.v_proj.weight, Stats: {'mean': 9.290894013247453e-06, 'std': 0.029760457575321198, 'min': -0.2373046875, 'max': 0.26953125}
2025-06-27 11:06:44,563 - INFO - Param: model.layers.13.self_attn.o_proj.weight, Stats: {'mean': -3.10308769257972e-06, 'std': 0.026125695556402206, 'min': -0.4296875, 'max': 0.76171875}
2025-06-27 11:06:44,564 - INFO - Param: model.layers.13.self_attn.q_norm.weight, Stats: {'mean': 1.7044148445129395, 'std': 0.4382513463497162, 'min': -0.00115203857421875, 'max': 3.3125}
2025-06-27 11:06:44,564 - INFO - Param: model.layers.13.self_attn.k_norm.weight, Stats: {'mean': 1.647101640701294, 'std': 0.6369727253913879, 'min': -0.047119140625, 'max': 2.953125}
2025-06-27 11:06:44,699 - INFO - Param: model.layers.13.mlp.gate_proj.weight, Stats: {'mean': 2.706212217162829e-05, 'std': 0.027686478570103645, 'min': -0.640625, 'max': 0.64453125}
2025-06-27 11:06:44,851 - INFO - Param: model.layers.13.mlp.up_proj.weight, Stats: {'mean': -1.9525530206010444e-06, 'std': 0.027369489893317223, 'min': -0.74609375, 'max': 0.6015625}
2025-06-27 11:06:44,998 - INFO - Param: model.layers.13.mlp.down_proj.weight, Stats: {'mean': -1.1682051308525843e-06, 'std': 0.026843642815947533, 'min': -1.2421875, 'max': 1.0234375}
2025-06-27 11:06:44,999 - INFO - Param: model.layers.13.input_layernorm.weight, Stats: {'mean': 0.17684334516525269, 'std': 0.05937501788139343, 'min': 0.01708984375, 'max': 0.75}
2025-06-27 11:06:45,000 - INFO - Param: model.layers.13.post_attention_layernorm.weight, Stats: {'mean': 0.38611114025115967, 'std': 0.10254224389791489, 'min': -9.59634780883789e-06, 'max': 0.85546875}
2025-06-27 11:06:45,046 - INFO - Param: model.layers.14.self_attn.q_proj.weight, Stats: {'mean': 7.802676918799989e-06, 'std': 0.02616334706544876, 'min': -0.349609375, 'max': 0.3671875}
2025-06-27 11:06:45,056 - INFO - Param: model.layers.14.self_attn.k_proj.weight, Stats: {'mean': -3.121452209597919e-06, 'std': 0.02669268101453781, 'min': -0.453125, 'max': 0.408203125}
2025-06-27 11:06:45,067 - INFO - Param: model.layers.14.self_attn.v_proj.weight, Stats: {'mean': -9.494133337284438e-06, 'std': 0.028980253264307976, 'min': -0.185546875, 'max': 0.181640625}
2025-06-27 11:06:45,110 - INFO - Param: model.layers.14.self_attn.o_proj.weight, Stats: {'mean': -2.5072704374906607e-06, 'std': 0.026066502556204796, 'min': -0.7890625, 'max': 0.79296875}
2025-06-27 11:06:45,111 - INFO - Param: model.layers.14.self_attn.q_norm.weight, Stats: {'mean': 1.6635310649871826, 'std': 0.4182949960231781, 'min': 0.004241943359375, 'max': 3.71875}
2025-06-27 11:06:45,111 - INFO - Param: model.layers.14.self_attn.k_norm.weight, Stats: {'mean': 1.7418322563171387, 'std': 0.7186834812164307, 'min': 0.003082275390625, 'max': 6.96875}
2025-06-27 11:06:45,243 - INFO - Param: model.layers.14.mlp.gate_proj.weight, Stats: {'mean': 2.9574874133686535e-05, 'std': 0.02725405991077423, 'min': -0.83203125, 'max': 0.54296875}
2025-06-27 11:06:45,402 - INFO - Param: model.layers.14.mlp.up_proj.weight, Stats: {'mean': 3.931565515813418e-06, 'std': 0.02708582952618599, 'min': -0.64453125, 'max': 0.5859375}
2025-06-27 11:06:45,537 - INFO - Param: model.layers.14.mlp.down_proj.weight, Stats: {'mean': 8.773934496275615e-06, 'std': 0.02663891389966011, 'min': -0.98046875, 'max': 0.99609375}
2025-06-27 11:06:45,538 - INFO - Param: model.layers.14.input_layernorm.weight, Stats: {'mean': 0.2432112693786621, 'std': 0.08910663425922394, 'min': 0.0284423828125, 'max': 1.09375}
2025-06-27 11:06:45,538 - INFO - Param: model.layers.14.post_attention_layernorm.weight, Stats: {'mean': 0.4004257917404175, 'std': 0.12003907561302185, 'min': -7.271766662597656e-06, 'max': 1.03125}
2025-06-27 11:06:45,601 - INFO - Param: model.layers.15.self_attn.q_proj.weight, Stats: {'mean': 3.439759893808514e-06, 'std': 0.02623474784195423, 'min': -0.40234375, 'max': 0.49609375}
2025-06-27 11:06:45,611 - INFO - Param: model.layers.15.self_attn.k_proj.weight, Stats: {'mean': 1.2581394003063906e-05, 'std': 0.026467246934771538, 'min': -0.41796875, 'max': 0.6796875}
2025-06-27 11:06:45,622 - INFO - Param: model.layers.15.self_attn.v_proj.weight, Stats: {'mean': 2.281633351230994e-05, 'std': 0.0285714752972126, 'min': -0.24609375, 'max': 0.357421875}
2025-06-27 11:06:45,667 - INFO - Param: model.layers.15.self_attn.o_proj.weight, Stats: {'mean': -6.244804808375193e-06, 'std': 0.025308959186077118, 'min': -0.458984375, 'max': 0.41015625}
2025-06-27 11:06:45,667 - INFO - Param: model.layers.15.self_attn.q_norm.weight, Stats: {'mean': 1.6976995468139648, 'std': 0.39675554633140564, 'min': -0.0130615234375, 'max': 2.296875}
2025-06-27 11:06:45,668 - INFO - Param: model.layers.15.self_attn.k_norm.weight, Stats: {'mean': 1.7792853116989136, 'std': 0.6150708794593811, 'min': -0.024169921875, 'max': 3.984375}
2025-06-27 11:06:45,803 - INFO - Param: model.layers.15.mlp.gate_proj.weight, Stats: {'mean': 2.721781493164599e-05, 'std': 0.026311760768294334, 'min': -0.8125, 'max': 0.57421875}
2025-06-27 11:06:45,973 - INFO - Param: model.layers.15.mlp.up_proj.weight, Stats: {'mean': 7.365610599663341e-06, 'std': 0.026812933385372162, 'min': -0.9453125, 'max': 0.6328125}
2025-06-27 11:06:46,133 - INFO - Param: model.layers.15.mlp.down_proj.weight, Stats: {'mean': 7.440187914653507e-07, 'std': 0.02652045711874962, 'min': -0.73828125, 'max': 1.3203125}
2025-06-27 11:06:46,134 - INFO - Param: model.layers.15.input_layernorm.weight, Stats: {'mean': 0.25541776418685913, 'std': 0.11426492780447006, 'min': 0.0269775390625, 'max': 1.1953125}
2025-06-27 11:06:46,134 - INFO - Param: model.layers.15.post_attention_layernorm.weight, Stats: {'mean': 0.4105873703956604, 'std': 0.1331367939710617, 'min': -1.5497207641601562e-05, 'max': 1.1484375}
2025-06-27 11:06:46,179 - INFO - Param: model.layers.16.self_attn.q_proj.weight, Stats: {'mean': -3.0249657356762327e-07, 'std': 0.02540562115609646, 'min': -0.392578125, 'max': 0.451171875}
2025-06-27 11:06:46,190 - INFO - Param: model.layers.16.self_attn.k_proj.weight, Stats: {'mean': -9.418931767868344e-06, 'std': 0.025613049045205116, 'min': -0.291015625, 'max': 0.5546875}
2025-06-27 11:06:46,200 - INFO - Param: model.layers.16.self_attn.v_proj.weight, Stats: {'mean': 8.398535101150628e-06, 'std': 0.02857956476509571, 'min': -0.1943359375, 'max': 0.1826171875}
2025-06-27 11:06:46,244 - INFO - Param: model.layers.16.self_attn.o_proj.weight, Stats: {'mean': -4.0160568914870964e-07, 'std': 0.02596268430352211, 'min': -0.9765625, 'max': 0.76953125}
2025-06-27 11:06:46,244 - INFO - Param: model.layers.16.self_attn.q_norm.weight, Stats: {'mean': 1.5533218383789062, 'std': 0.41426903009414673, 'min': 0.023681640625, 'max': 3.15625}
2025-06-27 11:06:46,244 - INFO - Param: model.layers.16.self_attn.k_norm.weight, Stats: {'mean': 1.644878625869751, 'std': 0.65582674741745, 'min': -0.03173828125, 'max': 4.9375}
2025-06-27 11:06:46,383 - INFO - Param: model.layers.16.mlp.gate_proj.weight, Stats: {'mean': 2.2350495783030055e-05, 'std': 0.026772618293762207, 'min': -0.734375, 'max': 0.87109375}
2025-06-27 11:06:46,535 - INFO - Param: model.layers.16.mlp.up_proj.weight, Stats: {'mean': -3.763563881875598e-06, 'std': 0.026809949427843094, 'min': -0.74609375, 'max': 0.765625}
2025-06-27 11:06:46,669 - INFO - Param: model.layers.16.mlp.down_proj.weight, Stats: {'mean': -3.9361566450679675e-06, 'std': 0.026278652250766754, 'min': -1.671875, 'max': 1.9453125}
2025-06-27 11:06:46,670 - INFO - Param: model.layers.16.input_layernorm.weight, Stats: {'mean': 0.36707812547683716, 'std': 0.18650078773498535, 'min': 0.0281982421875, 'max': 1.375}
2025-06-27 11:06:46,670 - INFO - Param: model.layers.16.post_attention_layernorm.weight, Stats: {'mean': 0.42083126306533813, 'std': 0.14449533820152283, 'min': 1.3947486877441406e-05, 'max': 2.609375}
2025-06-27 11:06:46,735 - INFO - Param: model.layers.17.self_attn.q_proj.weight, Stats: {'mean': -7.2361826823907904e-06, 'std': 0.025740064680576324, 'min': -0.40234375, 'max': 0.365234375}
2025-06-27 11:06:46,747 - INFO - Param: model.layers.17.self_attn.k_proj.weight, Stats: {'mean': -1.0351102901040576e-05, 'std': 0.02505066618323326, 'min': -0.337890625, 'max': 0.31640625}
2025-06-27 11:06:46,758 - INFO - Param: model.layers.17.self_attn.v_proj.weight, Stats: {'mean': -3.6410488064575475e-06, 'std': 0.027988344430923462, 'min': -0.1826171875, 'max': 0.19140625}
2025-06-27 11:06:46,804 - INFO - Param: model.layers.17.self_attn.o_proj.weight, Stats: {'mean': -4.363090738479514e-06, 'std': 0.025798186659812927, 'min': -0.74609375, 'max': 0.73046875}
2025-06-27 11:06:46,805 - INFO - Param: model.layers.17.self_attn.q_norm.weight, Stats: {'mean': 1.6713191270828247, 'std': 0.48147743940353394, 'min': -0.0537109375, 'max': 2.6875}
2025-06-27 11:06:46,805 - INFO - Param: model.layers.17.self_attn.k_norm.weight, Stats: {'mean': 1.7235736846923828, 'std': 0.7108428478240967, 'min': -0.040771484375, 'max': 3.34375}
2025-06-27 11:06:46,940 - INFO - Param: model.layers.17.mlp.gate_proj.weight, Stats: {'mean': 2.4557424694648944e-05, 'std': 0.026481403037905693, 'min': -0.7109375, 'max': 0.6640625}
2025-06-27 11:06:47,093 - INFO - Param: model.layers.17.mlp.up_proj.weight, Stats: {'mean': 8.598122803959996e-06, 'std': 0.026956437155604362, 'min': -0.59765625, 'max': 0.73828125}
2025-06-27 11:06:47,226 - INFO - Param: model.layers.17.mlp.down_proj.weight, Stats: {'mean': -4.438404630491277e-07, 'std': 0.026396404951810837, 'min': -0.95703125, 'max': 1.078125}
2025-06-27 11:06:47,227 - INFO - Param: model.layers.17.input_layernorm.weight, Stats: {'mean': 0.35314688086509705, 'std': 0.17222267389297485, 'min': 0.0301513671875, 'max': 1.2109375}
2025-06-27 11:06:47,228 - INFO - Param: model.layers.17.post_attention_layernorm.weight, Stats: {'mean': 0.41729670763015747, 'std': 0.1361417919397354, 'min': -6.198883056640625e-05, 'max': 0.91796875}
2025-06-27 11:06:47,273 - INFO - Param: model.layers.18.self_attn.q_proj.weight, Stats: {'mean': -1.2098057595721912e-06, 'std': 0.02540701813995838, 'min': -0.357421875, 'max': 0.41015625}
2025-06-27 11:06:47,282 - INFO - Param: model.layers.18.self_attn.k_proj.weight, Stats: {'mean': 1.3501562534656841e-06, 'std': 0.025444677099585533, 'min': -0.296875, 'max': 0.328125}
2025-06-27 11:06:47,292 - INFO - Param: model.layers.18.self_attn.v_proj.weight, Stats: {'mean': -2.3376800527330488e-05, 'std': 0.02863970771431923, 'min': -0.1796875, 'max': 0.1806640625}
2025-06-27 11:06:47,339 - INFO - Param: model.layers.18.self_attn.o_proj.weight, Stats: {'mean': 3.8711341403541155e-06, 'std': 0.02583538368344307, 'min': -0.54296875, 'max': 0.6953125}
2025-06-27 11:06:47,340 - INFO - Param: model.layers.18.self_attn.q_norm.weight, Stats: {'mean': 1.6728167533874512, 'std': 0.411647230386734, 'min': 0.01116943359375, 'max': 3.796875}
2025-06-27 11:06:47,340 - INFO - Param: model.layers.18.self_attn.k_norm.weight, Stats: {'mean': 1.725903034210205, 'std': 0.6794686913490295, 'min': -0.11572265625, 'max': 5.59375}
2025-06-27 11:06:47,490 - INFO - Param: model.layers.18.mlp.gate_proj.weight, Stats: {'mean': -1.136656578637485e-06, 'std': 0.02628844790160656, 'min': -0.609375, 'max': 0.703125}
2025-06-27 11:06:47,621 - INFO - Param: model.layers.18.mlp.up_proj.weight, Stats: {'mean': 6.382559149642475e-06, 'std': 0.02695547603070736, 'min': -0.7421875, 'max': 0.7265625}
2025-06-27 11:06:47,785 - INFO - Param: model.layers.18.mlp.down_proj.weight, Stats: {'mean': 4.907847142021637e-06, 'std': 0.026382125914096832, 'min': -1.21875, 'max': 1.1796875}
2025-06-27 11:06:47,786 - INFO - Param: model.layers.18.input_layernorm.weight, Stats: {'mean': 0.37147825956344604, 'std': 0.1843191683292389, 'min': 0.0284423828125, 'max': 1.609375}
2025-06-27 11:06:47,787 - INFO - Param: model.layers.18.post_attention_layernorm.weight, Stats: {'mean': 0.4289872348308563, 'std': 0.13107489049434662, 'min': -8.058547973632812e-05, 'max': 0.875}
2025-06-27 11:06:47,834 - INFO - Param: model.layers.19.self_attn.q_proj.weight, Stats: {'mean': 3.1050290090206545e-06, 'std': 0.02559841424226761, 'min': -0.44921875, 'max': 0.486328125}
2025-06-27 11:06:47,847 - INFO - Param: model.layers.19.self_attn.k_proj.weight, Stats: {'mean': 1.3599335943581536e-05, 'std': 0.024597935378551483, 'min': -0.48828125, 'max': 0.494140625}
2025-06-27 11:06:47,858 - INFO - Param: model.layers.19.self_attn.v_proj.weight, Stats: {'mean': 1.0825351637322456e-05, 'std': 0.028090767562389374, 'min': -0.25, 'max': 0.2177734375}
2025-06-27 11:06:47,906 - INFO - Param: model.layers.19.self_attn.o_proj.weight, Stats: {'mean': -2.974479457407142e-06, 'std': 0.026041097939014435, 'min': -0.8515625, 'max': 0.73828125}
2025-06-27 11:06:47,906 - INFO - Param: model.layers.19.self_attn.q_norm.weight, Stats: {'mean': 1.744413137435913, 'std': 0.4694344699382782, 'min': -0.00347900390625, 'max': 3.515625}
2025-06-27 11:06:47,906 - INFO - Param: model.layers.19.self_attn.k_norm.weight, Stats: {'mean': 1.8136394023895264, 'std': 0.6942077279090881, 'min': -0.00518798828125, 'max': 3.4375}
